Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
10-JAN-2025,34484.1,34536.9,33657.1,33743,308309009,7742.08
09-JAN-2025,35196,35205.3,34408.75,34444.95,251876386,8723.52
08-JAN-2025,35306.2,35358.45,34884.5,35157.4,296788662,11232.71
07-JAN-2025,34877.6,35388.2,34856.05,35164.75,326995846,10007.06
06-JAN-2025,35928.15,35937.65,34647.6,34731.15,365771414,10582.87
03-JAN-2025,35807.45,36202.05,35770.55,35894.05,305329257,9381.62
02-JAN-2025,35446.75,35744.9,35268.2,35715.9,309101021,9091.16
01-JAN-2025,35173.35,35466.6,35076.55,35430.45,262162315,5412.21
31-DEC-2024,34797.55,35242.1,34703.45,35188.25,231866055,6825.5
30-DEC-2024,34991.25,35144.05,34689.05,34832.2,187974889,7273.04
27-DEC-2024,35234.35,35365,34996,35039.4,55851571,2644.5
26-DEC-2024,35156.75,35321.5,35096.35,35159.55,74213547,3688.8
24-DEC-2024,35185.65,35464.7,35046.8,35084.95,55422995,2520.73
23-DEC-2024,35205.1,35424.5,34930.3,35147.75,72944109,3316.83
20-DEC-2024,35573.85,35966.7,34818,34910.6,140292152,7186.57
19-DEC-2024,35479.85,35807.1,35417.25,35628.2,98721511,4438.48
18-DEC-2024,36300.5,36382.1,35893.35,35981.8,88480088,4137.21
17-DEC-2024,36855.95,36897.05,36324.3,36375.4,99592237,4976.02
16-DEC-2024,37216.8,37306.2,36904,36969.95,77777286,3546.01
13-DEC-2024,37037.6,37267.25,36380.45,37194.2,144014736,7529.95
12-DEC-2024,37239.2,37340.95,36990.65,37024.95,135150850,7769.71
11-DEC-2024,37461.85,37611.7,37270.05,37308.85,69455982,3586.2
10-DEC-2024,37662.45,37714.95,37263.75,37451.55,95029796,4827.03
09-DEC-2024,37798.85,37987.2,37623.95,37689.4,96797064,4873.98
06-DEC-2024,37944.45,38093.5,37818.6,37842.8,96073159,4273.85
05-DEC-2024,37831,38086.5,37376.2,37884.7,122610062,6113.77
04-DEC-2024,38087.55,38136.85,37629.65,37736.05,116031246,6199.78
03-DEC-2024,37751.4,38073.25,37634.25,38014.05,130739433,6811.45
02-DEC-2024,37462.85,37654.4,37262.65,37594.4,121767023,7147.47
29-NOV-2024,37144.55,37666.8,37047.1,37481.95,160258623,9637.16
28-NOV-2024,37338.2,37628.25,36903.5,36979.2,179706034,9088.01
27-NOV-2024,36809,37343.7,36608.3,37256,158083825,7495.75
26-NOV-2024,37129.8,37161.85,36580.3,36722.2,93227203,4460.07
25-NOV-2024,37230.85,37574.8,36837.4,37006,241872897,12783.71
22-NOV-2024,35826.65,36608.4,35648.95,36523.5,171043458,9579.12
21-NOV-2024,36059,36104.95,35440.85,35789.3,184149132,8907.15
19-NOV-2024,36916.4,37396.55,36467.35,36584.2,104559885,4723.54
18-NOV-2024,37285.25,37382.3,36523.85,36757.2,97031033,4404.89
14-NOV-2024,37127.65,37378.6,36965.05,37047.55,104648105,4498.64
13-NOV-2024,37678.45,37909.05,37049.55,37114.65,118980844,5517.54
12-NOV-2024,38371.5,38551.55,37613.3,37705.65,94056098,4075.14
11-NOV-2024,38258.2,38622.1,38049.95,38247.45,92690346,3819.66
08-NOV-2024,38897.6,38952.85,38260.4,38403.65,96551515,5037.65
07-NOV-2024,39632,39632,38958,38990.55,78827508,3591.39
06-NOV-2024,39128.35,39634.8,38853.5,39562.85,116374439,6021.77
05-NOV-2024,38427.25,38967.65,38338.35,38924.9,91807806,4486.44
04-NOV-2024,39744.7,39773.35,38142.95,38604.75,148829381,6289.26
01-NOV-2024,39535.45,39702.85,39524.85,39635.65,20875718,943.85
31-OCT-2024,39381.75,39506.6,39052,39301.95,118963036,5050.64
30-OCT-2024,39297,39633,39000.5,39296.15,93590408,4305.78
29-OCT-2024,39025.4,39419.55,38739.7,39359.8,121376266,4921.53
28-OCT-2024,39051.85,39481.8,38515.7,39123.5,115339893,4993
25-OCT-2024,39915.15,39950.35,38880.05,39063.75,117196330,6118.93
24-OCT-2024,39768.1,40125.65,39742.5,39942.5,67776774,5020.16
23-OCT-2024,39859.05,40056.25,39345.85,39812.4,114943178,6188.91
22-OCT-2024,41017.55,41153.55,39908.25,40009.35,89782344,5093.83
21-OCT-2024,41307.3,41416.8,40804.2,40984.7,84203835,4482.09
18-OCT-2024,40925.5,41294.1,40538.75,41205.55,76806806,4131.88
17-OCT-2024,41410.5,41508.85,40944.4,40983,91282880,5016.34
16-OCT-2024,41259.1,41550.2,41053.05,41304.65,113691367,6137.77
15-OCT-2024,41542.3,41606.35,41135.05,41283.6,111017777,7672.77
14-OCT-2024,41675.9,41760.85,41346.45,41534.95,71644092,3949.72
11-OCT-2024,41546.25,41683.95,41398.2,41515.8,52493506,2889.48
10-OCT-2024,41548.55,41968.15,41395.75,41509.2,98480952,6424.08
09-OCT-2024,41869.4,41947.8,41331.7,41377.8,102211834,5324.06
08-OCT-2024,40972.2,41797,40704.65,41712.75,113255081,6222.77
07-OCT-2024,42223,42289.4,40736.05,41039.35,129326203,7297.68
04-OCT-2024,42438.8,42783.45,41966.75,42080.65,147077958,9673.9
03-OCT-2024,42901.75,43382.2,42447.95,42550.5,156642298,10383.75
01-OCT-2024,44110.95,44314.15,43646,43688.75,93757931,5661.24
30-SEP-2024,44452.45,44721.1,43872.05,44016.7,152512191,9104.36
27-SEP-2024,44148.65,44665.85,43936.7,44545,277295199,13091.93
26-SEP-2024,44085.5,44188.95,43695.1,44145.05,125262228,7231.81
25-SEP-2024,43747.3,44108.5,43646.3,44064.7,112406900,5382.21
24-SEP-2024,43484.05,43860.4,43368.4,43707.85,135279229,8068.15
23-SEP-2024,43089.1,43408.3,42999.05,43370.5,94129093,5492.66
20-SEP-2024,42550.2,43049.15,42378.3,42850,169915225,11249.08
19-SEP-2024,42567.2,42716.05,42093.1,42326.9,158260015,8877.07
18-SEP-2024,42722.45,42797.9,42263.85,42350.7,68736432,4102.98
17-SEP-2024,42592.15,42714.65,42390.25,42648.8,75903302,4271.14
16-SEP-2024,42466.7,42655.9,42372.35,42569.3,67508485,4022.19
13-SEP-2024,42540.6,42693.9,42174.15,42229.4,90056489,4402.18
12-SEP-2024,41854.25,42608.35,41706,42497.85,131853768,7483.02
11-SEP-2024,42354.75,42374.6,41498.35,41626.25,142726733,5877.19
10-SEP-2024,41961.95,42386.75,41942.05,42243.4,126660792,6171.67
09-SEP-2024,42122.5,42146.75,41570.5,41926.75,110306622,5060.89
06-SEP-2024,42974.1,43035.1,42030.4,42212.45,156035664,7820.98
05-SEP-2024,43391.65,43411.85,42856.95,42911.6,134689922,6498.2
04-SEP-2024,43081.95,43326.2,42997.55,43249.85,128226069,6213.33
03-SEP-2024,43875.8,43925.7,43436.8,43477.65,70449828,4146.93
02-SEP-2024,43882.75,44004.65,43602.65,43782.95,98251533,5369.39
30-AUG-2024,43938.8,44059.75,43668.25,43757.4,175336947,12372.59
29-AUG-2024,43401.4,43751.6,43170.05,43661.1,130205678,10130.21
28-AUG-2024,43591.3,43652.5,43358.6,43398.1,90270203,4686.5
27-AUG-2024,43794.2,43870.55,43483.65,43523.7,83525662,3929.91
26-AUG-2024,43555.8,43864.45,43415.6,43792.05,79196614,4179.73
23-AUG-2024,43385.2,43546,43308.2,43338.15,87005144,4549.86
22-AUG-2024,43703.95,43742.45,43249.05,43321.15,85228669,4597.98
21-AUG-2024,43573.65,43764.6,43448.8,43591.45,89188589,4528.09
20-AUG-2024,43532.7,43592,43369.8,43527.65,92445158,4547.16
19-AUG-2024,43076.6,43445.4,43037.1,43332.35,94890114,5576.71
16-AUG-2024,42516.9,42807.6,42244.55,42762.7,86645656,4591.14
14-AUG-2024,42621.25,42716.8,42240.8,42298.95,96687085,4605.54
